,type,title,year,month,id,genre,score,directores,guionistas,actores,resumen,sinopsis,duracion
10,movie,An Irish Angel,2024.0,4.0,tt14117392,Drama,5.8,['Danny Patrick'],['Danny Patrick'],"['Julian Glover', 'Jaime Winstone', 'Lauren Staerck']","Aine is a secondary school girl from the wrong side of the tracks, who lives in Portrush, NI with her mother Margaret who works as a cleaner for a local office and her grandmother Agnes who has been diagnosed with terminal cancer.","Aine is an artistically inclined 15yo secondary school girl from the ""wrong side of the tracks"". She lives in Portrush, Northern Ireland with her mother Margaret who works as a cleaner for a local hotel and her grandmother Agnes who has been diagnosed with terminal cancer. Her best friend Leo, is a wannabe actor who dreams of making it big, starting with getting the lead in a school production of Pulcinella, an Italian fairy-tale.Earlier in the summer Aine had pursued an older boy Matt who everyone calls the King of Cool because of his car, persona and that he works at the Fun Fair, he was also dating of one of Aine's friends Corinna at the time. However Aine went further than she ever intended trying to impress Matt, found herself pregnant and is now petrified of the secret being revealed.Aine is like a lot of small town girls who longs to travel and have adventures, which adds to her feeling of being trapped and pressured by everyone around her. Her night time dreams becoming nightmares involving everyone she knows, including Leo, who after confiding in him about her condition, feels he should be also told the name of the father, which Aine refuses to give.This leads Aine to the guidance of her drama teacher Ellie (Jaime Winstone), an English woman who moved to Portrush to be with her now estranged boyfriend. When confronted with the pregnancy Ellie encourages Aine to talk to her mum, but will support and help her if she wanted an Abortion, which should be in England due to the current abortion laws in Northern Ireland, whilst having been recently changed are still not fully established.Aine feels the tension increasing as her mother has lost her cleaning job and her grandmother has worked out her secret and feels conflicted about not telling Aine's mother, she suggests talking to their local Priest (Julian Glover), who guided Aine's mother when she found herself pregnant not long after losing Aine's father.Aine, feeling alone and abandoned after arguing with Leo, when she suggested he help her take the pressure off by pretending he's the father. Her nightmares are seemingly blending into her waking hours, Aine may not be able to prevent the secret of her pregnancy being revealed and worse the fathers identity.",
11,movie,"MoviePass, MovieCrash",2024.0,5.0,tt14257662,Drama,6.7,"[""Muta'Ali""]",[],"['Mitch Lowe', 'Nathan McAlone', 'Sydney Weinshel']","Explora la fundación de la empresa y la implosión del negocio por inversores externos que se hicieron con la empresa, la dejaron en quiebra y bajo investigación.",,96.0
12,movie,Rhapsody in Justice,2024.0,8.0,tt14478740,Drama,,['Anthony J. Dixon'],['Anthony J. Dixon'],"['Chantal Maurice', 'Ambre Anderson', 'Hillary Hawkins']",A Cable News program is born after the Election of Donald Trump. Influenced by past Civil Rights struggles the Producers are guided by the mystic spirit of children.,,109.0
13,movie,Guntur Kaaram,2024.0,1.0,tt14564000,Drama,5.4,['Trivikram Srinivas'],['Trivikram Srinivas'],"['Mahesh Babu', 'Sreeleela', 'Meenaakshi Chaudhary']","Sigue a Guntur Karam, el rey del inframundo de la ciudad de Guntur, mientras se enamora de una periodista que trabaja para exponer las actividades ilegales en la ciudad.",,159.0
14,movie,La Puerta Verde,2024.0,8.0,tt14904970,Drama,,['Guillermo Vejar'],['Guillermo Vejar'],"['Sofía Espinosa', 'Alex De La Torre', 'Roberto Sosa']","Emina, a single mother with a sick son, begins a journey searching a Tarahumara healer who lives in the enigmatic mountain range of Chihuahua.",,97.0
15,movie,The Hippie Who Came to Roam,2024.0,12.0,tt14978566,Drama,,"['Bowen Munsil', 'Taran Sukert']","['Bowen Munsil', 'Taran Sukert']","['Brenna Llewellyn', 'Dylan Leonard', 'Dean Dawson']","When her lover goes missing, a mysterious Hippie named Moonflower travels to the small, whimsical town of Roam to uncover what happened to him, only to discover that the rabbit hole of mystery goes down much deeper than she could have ever imagined.",,
16,movie,Kopa. Antra dalis,2024.0,3.0,tt15239678,Drama,8.5,['Denis Villeneuve'],"['Denis Villeneuve', 'Jon Spaihts', 'Frank Herbert']","['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson']","El duque Paul Atreides se une a los Fremen y comienza su entrenamiento para convertirse en Muad'Dib, mientras trata de evitar el terrible futuro que ha previsto: una guerra santa en su nombre, esparciéndose por todo el universo conocido.","Following the destruction of House Atreides by House Harkonnen, Princess Irulan, the daughter of Padishah Emperor Shaddam IV, journals about her father's betrayal of the Atreides. On Arrakis, Stilgar's Fremen troops accompany Paul Atreides and his pregnant Bene Gesserit mother, Lady Jessica, to Sietch Tabr. Some Fremen suspect they are spies, while Stilgar and others see signs of the prophecy that a mother and son from the ""Outer World"" will bring prosperity to Arrakis.The Fremen accept Paul but Stilgar tells Jessica she must succeed Sietch Tabr's dying Reverend Mother by drinking the Water of Life-a drug fatal for males and untrained women. She uses her Bene Gesserit training to transmute the liquid and survive, inheriting the memories of all past Reverend Mothers. The liquid prematurely awakens the mind of her unborn daughter, Alia, allowing Jessica to communicate with her. They agree to focus on convincing the more skeptical northern Fremen of the prophecy. Chani and her friend, Shishakli, correctly believe the prophecy was fabricated to manipulate the Fremen, but Chani begins to respect Paul after he declares that he only intends to fight alongside the Fremen, not to rule them.Paul and Chani fall in love as Paul immerses himself in Fremen culture: learning their language, becoming a Fedaykin fighter, riding ""the largest sand-worm ever seen"", and raiding Harkonnen spice operations. Paul adopts the Fremen names ""Usul"" and ""Muad'Dib"". Due to the continuing spice raids, Baron Vladimir Harkonnen replaces his nephew, Rabban, as Arrakis's ruler with his cunning and psychopathic younger nephew, Feyd-Rautha. Lady Margot Fenring, a Bene Gesserit, is sent to evaluate Feyd-Rautha as a prospective Kwisatz Haderach and secure his genetic lineage.Jessica travels south to unite with Fremen fundamentalists who believe most strongly in the prophecy. Paul remains in the north, fearful that his visions of an apocalyptic holy war will come to pass if he goes south as a messiah. During a raid on a smuggler spice harvester, Paul reunites with Gurney Halleck, who leads Paul to the hidden atomic warhead stockpile of House Atreides. Feyd-Rautha unleashes a devastating attack on the northern Fremen, destroying Sietch Tabr, burning Shishakli alive, and forcing Paul and the survivors to journey south. Upon arrival, Paul drinks the Water of Life and falls into a coma. This angers Chani, but Jessica compels her to mix her tears with the liquid, which awakens Paul. Now possessing a partial clairvoyance across space and time, Paul sees an adult Alia on water-filled Arrakis. He also sees a singular path to victory among all possible futures, and that Jessica is Baron Harkonnen's daughter.Paul meets with the southern Fremen war council, galvanizing Stilgar and the crowd by demonstrating his ability to discern their deepest thoughts. He declares himself the Lisan al Gaib and sends a challenge to Shaddam, who arrives on Arrakis with Irulan and the Sardaukar. Shaddam chastises the Harkonnens for their failures and cuts the Baron's life support. Meanwhile, the Fremen launch an offensive, using atomics and sand-worms to overpower the Sardaukar. Paul executes the Baron and captures Shaddam and his entourage. Meanwhile, Gurney leads an assault on Arrakeen, intercepting and killing Rabban.Paul challenges Shaddam for the throne and, to Chani's dismay, demands to marry Irulan. Previously summoned by the Baron, the Great Houses arrive in orbit, ready to invade the planet, but Paul threatens to destroy the spice fields with atomic weapons if they intervene. Feyd-Rautha volunteers to be Shaddam's champion, and Paul kills him in a duel despite being stabbed twice.Irulan agrees to Paul's request for marriage on the condition that her father lives. Shaddam surrenders, but the Great Houses reject Paul's ascendancy, so he orders the Fremen to attack the orbiting fleet. As Stilgar leads the Fremen onto the captured Sardaukar ships, Jessica and Alia reflect on the beginning of Paul's holy war.Chani refuses to bow to Paul and departs alone on a sand-worm.",166.0
17,movie,Backstage,2024.0,4.0,tt15427838,Drama,,['Kevin Austra'],['Kevin Austra'],"['Kerwin Gonzalez', 'Guy Wellman', 'Madison Hodges']","Backstage is about a small fictional community theater group who are in the middle of rehearsals for their winter production. But behind the scenes chaos, shenanigans, and politics threaten the shows progress as the company juggles their daily lives with the demands of the show.",,
18,movie,The Tiger's Apprentice,2024.0,2.0,tt5834410,Drama,5.7,"['Raman Hui', 'Yong Duk Jhun', 'Paul Watling']","['David Magee', 'Christopher L. Yost', 'Laurence Yep']","['Henry Golding', 'Brandon Soo Hoo', 'Lucy Liu']","Tom Lee, un joven Sinoestadounidense, luego de la muerte de su abuela, tiene que ser el aprendiz del Sr. Hu, el tigre parlante y aprender magia antigua para convertirse en el nuevo guardian de un antiguo fenix.",,84.0
19,movie,Yodha,2024.0,3.0,tt16139258,Drama,5.7,"['Sagar Ambre', 'Pushkar Ojha']",['Sagar Ambre'],"['Sidharth Malhotra', 'Raashi Khanna', 'Disha Patani']","Tras fracasar en asegurar un avión secuestrado, Arun Katyal es acusado por el sistema. Años después, otro vuelo es secuestrado y Arun está a bordo. ¿Traidor o patriota? La verdad se revela a 15, 000 pies de altura.",,130.0
20,movie,Apophis 2029,2024.0,12.0,tt9810236,Drama,,['Jeffrey Schneider'],"['Abel Martinez Jr.', 'Jeffrey Schneider']","['Jeffrey Schneider', 'Nicolette Pullen', 'Nick Dent']","On April 13, 2029, asteroid Apophis grazes Earth, passing below satellites and briefly disappearing from view before re-emerging.",,96.0
21,movie,The Truck,2024.0,11.0,tt15721572,Drama,,['Mihai Tarna'],['Mihai Tarna'],[],"Ivan, a long-haul truck driver, accepts a trip before Christmas, but unexpected adventures put his on-time return home for Christmas in danger.",,
22,movie,Case #111-878,2024.0,11.0,tt16913084,Drama,,['Jason Durgana'],['Jason Durgana'],"['Jason Durgana', 'Connor Bingham', 'Jeremy Durgana']","Inspired by true events. After 40 years of evidence is collected during a 2-decade-long investigation, 3 international agents close in on the same target: 1 of the most elusive vigilantes the world has yet to discover.",,
23,movie,Last Flamingo of the Red Summer Sunset,2024.0,2.0,tt17037988,Drama,8.7,"['Cameron Ashplant', 'Matthew Stockreiter']",['Cameron Ashplant'],"['Cameron Ashplant', 'Andrew T Hislop', 'Billy Slaughter']","The frontier is closing, but the imagination of the west remains. Decades since the genocide of a local tribe, there is one final 'wild-man'. Benjamin wishes to rid the land of the indigenous peoples, tasking Henry with extermination.",,80.0
24,movie,The Falling Sun,2024.0,11.0,tt18556552,Drama,,['Shaun Hume'],['Shaun Hume'],[],A struggling journalist envisions his rise from obscurity when he sets up an interview with a high ranking member of a domestic terrorist organisation.,,
25,movie,L'ora di tutti,2024.0,9.0,tt19368948,Drama,,['Stefania Rocca'],"['Carlo Capasa', 'Stefania Rocca']","['Fotinì Peluso', 'Federica Rosellini', 'Simone Coppo']","Set in 1480, the story revolves around the siege of Otranto, a pivotal port city in the Salento region, by the Ottoman Empire. It portrays the events of the battle that enabled the Turks to conquer this strategically important city.",,100.0
